Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
21-12-2025,Transaction at Sony Center,23026.81,Electronics,Credit Card,Chennai,Current,Debit,Mobile,INR,Retail,Yes,Sunday,December,Night
07-01-2025,Transaction at Apple Music,377.91,Entertainment,Net Banking,Mumbai,Salary,Debit,Desktop,INR,Subscription,No,Tuesday,January,Afternoon
07-07-2025,Transaction at Meru Cabs,1554.12,Transport,Net Banking,Delhi,Savings,Debit,Desktop,INR,Service,No,Monday,July,Evening
23-06-2025,Transaction at Rapido,1222.82,Transport,Credit Card,Kolkata,Current,Debit,Desktop,INR,Service,No,Monday,June,Afternoon
03-06-2025,Transaction at Asus Store,111891.45,Electronics,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Retail,No,Tuesday,June,Evening
10-04-2025,Transaction at TNEB,3760.52,Bills,Net Banking,Chennai,Credit Card,Debit,POS Terminal,INR,Service,No,Thursday,April,Evening
15-09-2025,Transaction at Property Tax Online,2904.84,Bills,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Service,No,Monday,September,Evening
26-02-2025,Transaction at Reliance Fresh,4439.42,Grocery,UPI,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,Yes,Wednesday,February,Night
02-03-2025,Transaction at Aster,8167.18,Healthcare,UPI,Delhi,Salary,Debit,Desktop,INR,Service,No,Sunday,March,Evening
04-03-2025,Transaction at Adidas,5222.41,Clothing,Net Banking,Delhi,Savings,Debit,Mobile,INR,Retail,No,Tuesday,March,Night
13-04-2025,Transaction at Metro Rail,596.59,Transport,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Service,No,Sunday,April,Morning
08-05-2025,Transaction at Vistara,18148.08,Travel,Debit Card,Chennai,Salary,Debit,Desktop,INR,Service,No,Thursday,May,Night
21-06-2025,Transaction at Jio Fiber,1248.11,Bills,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Service,No,Saturday,June,Afternoon
05-04-2025,Transaction at Cream Stone,544.14,Food,Net Banking,Delhi,Current,Debit,Desktop,INR,Restaurant,No,Saturday,April,Afternoon
27-02-2025,Transaction at Asus Store,148528,Electronics,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Retail,Yes,Thursday,February,Afternoon
12-07-2025,Transaction at Aha,268.65,Entertainment,Credit Card,Kolkata,Current,Debit,Mobile,INR,Subscription,No,Saturday,July,Night
31-05-2025,Transaction at KFC,791.41,Food,Credit Card,Mumbai,Current,Debit,Desktop,INR,Restaurant,No,Saturday,May,Night
28-08-2025,Transaction at Apollo Hospital,12949.56,Healthcare,UPI,Hyderabad,Savings,Debit,Desktop,INR,Service,No,Thursday,August,Night
08-09-2025,Transaction at 1mg,19890.8,Healthcare,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,September,Night
16-05-2025,Transaction at Tata Cliq,3437.43,Online Shopping,Net Banking,Bangalore,Current,Debit,Mobile,INR,Online Store,No,Friday,May,Morning
09-05-2025,Transaction at Croma,46229.06,Electronics,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Retail,Yes,Friday,May,Evening
28-02-2025,Transaction at Paradise Biryani,665.88,Food,UPI,Mumbai,Savings,Debit,Mobile,INR,Restaurant,Yes,Friday,February,Morning
10-11-2025,Transaction at Airtel,4554.71,Bills,Debit Card,Chennai,Current,Debit,POS Terminal,INR,Service,No,Monday,November,Evening
26-08-2025,Transaction at McDonalds,1339.1,Food,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,Yes,Tuesday,August,Evening
26-04-2025,Transaction at Asus Store,138433.54,Electronics,UPI,Chennai,Savings,Debit,Mobile,INR,Retail,No,Saturday,April,Morning
07-12-2025,Transaction at OnePlus,79444.26,Electronics,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Retail,No,Sunday,December,Night
18-03-2025,Transaction at Nilgiris,3714.96,Grocery,UPI,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Tuesday,March,Evening
29-08-2025,Transaction at Aha,169.05,Entertainment,Debit Card,Kolkata,Salary,Debit,Mobile,INR,Subscription,No,Friday,August,Night
15-04-2025,Transaction at Jio Fiber,3422.69,Bills,UPI,Delhi,Salary,Debit,Desktop,INR,Service,No,Tuesday,April,Afternoon
11-08-2025,Transaction at JioMart,2046.07,Grocery,Credit Card,Pune,Savings,Debit,Mobile,INR,Retail,Yes,Monday,August,Morning
24-03-2025,Transaction at MedPlus,14254.49,Healthcare,Debit Card,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Monday,March,Evening
07-07-2025,Transaction at Booking.com,29793.73,Travel,Net Banking,Chennai,Savings,Debit,Mobile,INR,Service,Yes,Monday,July,Afternoon
20-09-2025,Transaction at PharmEasy,7736.13,Healthcare,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Service,Yes,Saturday,September,Evening
15-11-2025,Transaction at Aha,532.71,Entertainment,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Subscription,Yes,Saturday,November,Morning
29-01-2025,Transaction at Yulu Bikes,1298.64,Transport,Debit Card,Delhi,Credit Card,Debit,Desktop,INR,Service,Yes,Wednesday,January,Evening
26-08-2025,Transaction at Starbucks,1409.08,Food,Credit Card,Mumbai,Salary,Debit,Desktop,INR,Restaurant,No,Tuesday,August,Night
13-12-2025,Transaction at OYO,16425.74,Travel,Debit Card,Pune,Savings,Debit,POS Terminal,INR,Service,Yes,Saturday,December,Morning
02-03-2025,Transaction at Apple Music,744.99,Entertainment,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Subscription,Yes,Sunday,March,Morning
07-05-2025,Transaction at Max Fashion,3694.7,Clothing,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Retail,No,Wednesday,May,Afternoon
30-09-2025,Transaction at JioMart,3887.21,Grocery,Net Banking,Delhi,Savings,Debit,Desktop,INR,Retail,No,Tuesday,September,Evening
04-05-2025,Transaction at Pepperfry,7346.53,Online Shopping,UPI,Pune,Credit Card,Debit,Desktop,INR,Online Store,Yes,Sunday,May,Afternoon
07-07-2025,Transaction at OYO,4124.99,Travel,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Service,No,Monday,July,Afternoon
10-02-2025,Transaction at Nykaa,4287.96,Online Shopping,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Online Store,Yes,Monday,February,Afternoon
29-07-2025,Transaction at Apple Music,293.12,Entertainment,UPI,Mumbai,Savings,Debit,Mobile,INR,Subscription,Yes,Tuesday,July,Evening
29-09-2025,Transaction at Spencers,1287.27,Grocery,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,Yes,Monday,September,Afternoon
05-03-2025,Transaction at Biba,3613.79,Clothing,Credit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,No,Wednesday,March,Evening
25-08-2025,Transaction at PharmEasy,4283.52,Healthcare,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Service,No,Monday,August,Afternoon
20-03-2025,Transaction at YouTube Premium,150.36,Entertainment,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Subscription,Yes,Thursday,March,Night
15-11-2025,Transaction at Yatra,29064.49,Travel,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Service,Yes,Saturday,November,Evening
01-10-2025,Transaction at BSNL,1511,Bills,Net Banking,Chennai,Salary,Debit,Mobile,INR,Service,No,Wednesday,October,Night
03-06-2025,Transaction at Apple Music,732.61,Entertainment,Debit Card,Pune,Savings,Debit,Mobile,INR,Subscription,Yes,Tuesday,June,Night
25-01-2025,Transaction at Spencers,1623.39,Grocery,UPI,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Saturday,January,Afternoon
27-03-2025,Transaction at CloudNine,19583.83,Healthcare,Net Banking,Pune,Salary,Debit,Mobile,INR,Service,No,Thursday,March,Morning
26-08-2025,Transaction at Pizza Hut,776.27,Food,Credit Card,Delhi,Savings,Debit,Desktop,INR,Restaurant,Yes,Tuesday,August,Night
24-08-2025,Transaction at Amazon Prime,284.19,Entertainment,Debit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Subscription,No,Sunday,August,Evening
08-01-2025,Transaction at Pantaloons,1785.27,Clothing,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Retail,Yes,Wednesday,January,Evening
18-03-2025,Transaction at Reliance Digital,97571.08,Electronics,Net Banking,Chennai,Savings,Debit,Desktop,INR,Retail,Yes,Tuesday,March,Afternoon
18-07-2025,Transaction at Lenskart,3152.56,Online Shopping,Credit Card,Mumbai,Current,Debit,Desktop,INR,Online Store,Yes,Friday,July,Evening
03-06-2025,Transaction at MakeMyTrip,21890.91,Travel,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Service,No,Tuesday,June,Morning
16-01-2025,Transaction at Spencers,2009.72,Grocery,Credit Card,Pune,Savings,Debit,POS Terminal,INR,Retail,No,Thursday,January,Afternoon
07-12-2025,Transaction at Netflix,820.05,Entertainment,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Subscription,No,Sunday,December,Night
30-12-2025,Transaction at Uber,774.38,Transport,Credit Card,Chennai,Current,Debit,Desktop,INR,Service,No,Tuesday,December,Afternoon
11-03-2025,Transaction at Zee5,587.03,Entertainment,UPI,Bangalore,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,March,Night
02-08-2025,Transaction at TNEB,1045.71,Bills,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Service,No,Saturday,August,Afternoon
22-10-2025,Transaction at H&M,4157.41,Clothing,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Retail,No,Wednesday,October,Afternoon
21-11-2025,Transaction at Nature's Basket,566.56,Grocery,Credit Card,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Friday,November,Morning
18-02-2025,Transaction at AirAsia,22624.32,Travel,UPI,Pune,Current,Debit,Mobile,INR,Service,Yes,Tuesday,February,Afternoon
01-01-2025,Transaction at Uber,214.49,Transport,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Service,No,Wednesday,January,Afternoon
27-10-2025,Transaction at Saravana Bhavan,1284.29,Food,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Restaurant,No,Monday,October,Night
22-09-2025,Transaction at Cream Stone,711.9,Food,Net Banking,Mumbai,Savings,Debit,Mobile,INR,Restaurant,No,Monday,September,Evening
26-04-2025,Transaction at Aster,15635.28,Healthcare,UPI,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Saturday,April,Evening
21-09-2025,Transaction at YouTube Premium,792.65,Entertainment,UPI,Chennai,Salary,Debit,Mobile,INR,Subscription,Yes,Sunday,September,Afternoon
28-08-2025,Transaction at More Supermarket,810.68,Grocery,Debit Card,Kolkata,Current,Debit,Mobile,INR,Retail,Yes,Thursday,August,Morning
16-10-2025,Transaction at AirAsia,5134.31,Travel,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Thursday,October,Evening
28-09-2025,Transaction at Allen Solly,5399.46,Clothing,Net Banking,Pune,Salary,Debit,Desktop,INR,Retail,Yes,Sunday,September,Evening
25-02-2025,Transaction at MakeMyTrip,608.24,Travel,Net Banking,Mumbai,Credit Card,Debit,Mobile,INR,Service,No,Tuesday,February,Evening
16-06-2025,Transaction at OnePlus,120953.82,Electronics,UPI,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Monday,June,Night
09-08-2025,Transaction at A2B,385.85,Food,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Saturday,August,Afternoon
04-10-2025,Transaction at Amazon,2061.06,Online Shopping,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Online Store,No,Saturday,October,Morning
22-06-2025,Transaction at IRCTC,18935.2,Travel,Net Banking,Chennai,Salary,Debit,Desktop,INR,Service,Yes,Sunday,June,Morning
05-05-2025,Transaction at Kauvery,9296.76,Healthcare,Credit Card,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Monday,May,Evening
30-03-2025,Transaction at Subway,707.13,Food,Debit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Sunday,March,Night
20-04-2025,Transaction at Chai Point,1027.58,Food,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,April,Night
03-02-2025,Transaction at Goibibo,9181.19,Travel,UPI,Chennai,Current,Debit,POS Terminal,INR,Service,Yes,Monday,February,Morning
15-05-2025,Transaction at RedBus,901.03,Transport,Net Banking,Chennai,Salary,Debit,POS Terminal,INR,Service,No,Thursday,May,Morning
06-07-2025,Transaction at BSNL,4997.44,Bills,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Service,No,Sunday,July,Morning
28-02-2025,Transaction at Air India,27192.7,Travel,UPI,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Friday,February,Night
13-06-2025,Transaction at Meru Cabs,625.66,Transport,Net Banking,Delhi,Credit Card,Debit,Desktop,INR,Service,No,Friday,June,Afternoon
05-09-2025,Transaction at SonyLiv,923.61,Entertainment,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Subscription,Yes,Friday,September,Afternoon
16-09-2025,Transaction at CloudNine,8277.85,Healthcare,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Service,No,Tuesday,September,Evening
05-06-2025,Transaction at Mi Store,128851.64,Electronics,Credit Card,Chennai,Salary,Debit,POS Terminal,INR,Retail,Yes,Thursday,June,Night
26-02-2025,Transaction at JioMart,2936.8,Grocery,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,No,Wednesday,February,Evening
08-06-2025,Transaction at More Supermarket,1607.71,Grocery,UPI,Delhi,Current,Debit,Desktop,INR,Retail,No,Sunday,June,Evening
22-12-2025,Transaction at Reliance Fresh,3132.89,Grocery,Credit Card,Pune,Salary,Debit,Mobile,INR,Retail,No,Monday,December,Night
28-03-2025,Transaction at Tata Cliq,19090.44,Online Shopping,Net Banking,Pune,Current,Debit,Desktop,INR,Online Store,No,Friday,March,Morning
22-12-2025,Transaction at Nature's Basket,2547.22,Grocery,Net Banking,Chennai,Salary,Debit,POS Terminal,INR,Retail,Yes,Monday,December,Night
21-01-2025,Transaction at Myntra,3421.72,Online Shopping,UPI,Hyderabad,Savings,Debit,Desktop,INR,Online Store,No,Tuesday,January,Afternoon
24-07-2025,Transaction at Airtel,3924.57,Bills,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Thursday,July,Afternoon
18-06-2025,Transaction at BSNL,3451.3,Bills,Credit Card,Chennai,Current,Debit,Mobile,INR,Service,No,Wednesday,June,Night
28-06-2025,Transaction at Nature's Basket,4380.02,Grocery,Net Banking,Chennai,Current,Debit,Mobile,INR,Retail,No,Saturday,June,Afternoon
12-10-2025,Transaction at Spencers,1707.01,Grocery,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Retail,No,Sunday,October,Afternoon
14-07-2025,Transaction at Adidas,5193.14,Clothing,Debit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,No,Monday,July,Evening
02-12-2025,Transaction at CCD,141.4,Food,Credit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Tuesday,December,Night
30-08-2025,Transaction at Barbeque Nation,1211.82,Food,Debit Card,Pune,Savings,Debit,Desktop,INR,Restaurant,No,Saturday,August,Night
19-03-2025,Transaction at Subway,1020.85,Food,Net Banking,Chennai,Current,Debit,Desktop,INR,Restaurant,No,Wednesday,March,Night
08-02-2025,Transaction at Metro Rail,153.98,Transport,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,February,Night
29-09-2025,Transaction at Amazon Prime,257.64,Entertainment,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Subscription,No,Monday,September,Evening
17-07-2025,Transaction at IRCTC,7579.13,Travel,Debit Card,Delhi,Current,Debit,POS Terminal,INR,Service,No,Thursday,July,Evening
03-06-2025,Transaction at Gaana,137.93,Entertainment,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Subscription,No,Tuesday,June,Evening
01-07-2025,Transaction at Pizza Hut,786.29,Food,UPI,Mumbai,Salary,Debit,Mobile,INR,Restaurant,Yes,Tuesday,July,Afternoon
14-02-2025,Transaction at Water Board,2229.23,Bills,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Service,No,Friday,February,Night
16-11-2025,Transaction at Saravana Bhavan,1193.94,Food,Net Banking,Mumbai,Current,Debit,Desktop,INR,Restaurant,No,Sunday,November,Morning
16-07-2025,Transaction at Kauvery,19486.47,Healthcare,Net Banking,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,July,Evening
30-04-2025,Transaction at Meesho,9739.79,Online Shopping,UPI,Bangalore,Savings,Debit,Desktop,INR,Online Store,No,Wednesday,April,Morning
24-09-2025,Transaction at Metro Rail,1417.2,Transport,Net Banking,Delhi,Salary,Debit,Mobile,INR,Service,Yes,Wednesday,September,Morning
06-02-2025,Transaction at Max Fashion,690.85,Clothing,Debit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,Yes,Thursday,February,Afternoon
06-03-2025,Transaction at Ajio,15695.48,Online Shopping,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Online Store,No,Thursday,March,Morning
25-10-2025,Transaction at Flipkart,6022.22,Online Shopping,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Online Store,Yes,Saturday,October,Evening
14-11-2025,Transaction at Booking.com,24078.41,Travel,UPI,Pune,Savings,Debit,Mobile,INR,Service,Yes,Friday,November,Afternoon
25-10-2025,Transaction at Taco Bell,441.24,Food,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,Yes,Saturday,October,Afternoon
16-05-2025,Transaction at Netmeds,15438.07,Healthcare,UPI,Hyderabad,Savings,Debit,Mobile,INR,Service,No,Friday,May,Evening
01-02-2025,Transaction at 1mg,6670.6,Healthcare,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Service,No,Saturday,February,Afternoon
10-08-2025,Transaction at Spencers,2296.78,Grocery,Credit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Retail,No,Sunday,August,Evening
03-08-2025,Transaction at Reliance Fresh,1263.07,Grocery,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,Yes,Sunday,August,Morning
01-01-2025,Transaction at Aha,312.62,Entertainment,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,January,Morning
13-04-2025,Transaction at Netflix,789.41,Entertainment,Net Banking,Mumbai,Salary,Debit,Desktop,INR,Subscription,Yes,Sunday,April,Evening
24-06-2025,Transaction at Reliance Digital,88781.75,Electronics,Debit Card,Mumbai,Current,Debit,Desktop,INR,Retail,Yes,Tuesday,June,Night
24-12-2025,Transaction at YouTube Premium,169.5,Entertainment,Credit Card,Pune,Current,Debit,Mobile,INR,Subscription,Yes,Wednesday,December,Morning
26-06-2025,Transaction at JioMart,463.23,Grocery,Net Banking,Hyderabad,Salary,Debit,Mobile,INR,Retail,Yes,Thursday,June,Night
02-04-2025,Transaction at OYO,12974.23,Travel,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Service,No,Wednesday,April,Evening
01-12-2025,Transaction at Yatra,29241.51,Travel,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,No,Monday,December,Evening
23-07-2025,Transaction at Yulu Bikes,493.63,Transport,Net Banking,Pune,Credit Card,Debit,Mobile,INR,Service,Yes,Wednesday,July,Evening
24-05-2025,Transaction at PharmEasy,8364.08,Healthcare,Credit Card,Mumbai,Current,Debit,Mobile,INR,Service,No,Saturday,May,Night
15-07-2025,Transaction at Jio Fiber,2986.52,Bills,Net Banking,Mumbai,Credit Card,Debit,Mobile,INR,Service,No,Tuesday,July,Night
11-05-2025,Transaction at Pepperfry,9485.66,Online Shopping,Net Banking,Hyderabad,Current,Debit,Desktop,INR,Online Store,Yes,Sunday,May,Morning
05-07-2025,Transaction at Tata Cliq,910.01,Online Shopping,UPI,Bangalore,Current,Debit,POS Terminal,INR,Online Store,No,Saturday,July,Morning
05-04-2025,Transaction at IndiGo,9251.44,Travel,Net Banking,Pune,Credit Card,Debit,Mobile,INR,Service,No,Saturday,April,Evening
14-06-2025,Transaction at Vodafone Idea,950.86,Bills,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Saturday,June,Afternoon
25-02-2025,Transaction at Kauvery,19329.11,Healthcare,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Service,No,Tuesday,February,Morning
03-02-2025,Transaction at Myntra,3207.13,Online Shopping,Debit Card,Delhi,Savings,Debit,Desktop,INR,Online Store,No,Monday,February,Morning
20-11-2025,Transaction at Max Fashion,1452.01,Clothing,UPI,Delhi,Savings,Debit,Mobile,INR,Retail,No,Thursday,November,Evening
15-03-2025,Transaction at Goibibo,13262.02,Travel,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Saturday,March,Afternoon
14-10-2025,Transaction at Apollo Hospital,7322.86,Healthcare,Credit Card,Pune,Current,Debit,Desktop,INR,Service,No,Tuesday,October,Afternoon
17-06-2025,Transaction at Woodland,4565.83,Clothing,Net Banking,Mumbai,Credit Card,Debit,Mobile,INR,Retail,No,Tuesday,June,Morning
12-07-2025,Transaction at Netmeds,14456.73,Healthcare,UPI,Mumbai,Current,Debit,Desktop,INR,Service,No,Saturday,July,Evening
23-12-2025,Transaction at Barbeque Nation,989.79,Food,UPI,Mumbai,Credit Card,Debit,Desktop,INR,Restaurant,No,Tuesday,December,Evening
06-09-2025,Transaction at Snapdeal,19131.32,Online Shopping,Credit Card,Kolkata,Savings,Debit,Desktop,INR,Online Store,No,Saturday,September,Evening
20-05-2025,Transaction at Puma,5214.33,Clothing,Debit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,No,Tuesday,May,Afternoon
09-11-2025,Transaction at Lenskart,12146.67,Online Shopping,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Online Store,Yes,Sunday,November,Evening
22-12-2025,Transaction at Mi Store,5029.2,Electronics,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Retail,No,Monday,December,Afternoon
19-05-2025,Transaction at YouTube Premium,555.94,Entertainment,Net Banking,Mumbai,Salary,Debit,Desktop,INR,Subscription,No,Monday,May,Afternoon
19-07-2025,Transaction at SonyLiv,625.41,Entertainment,Net Banking,Pune,Current,Debit,POS Terminal,INR,Subscription,Yes,Saturday,July,Morning
10-01-2025,Transaction at Jio Fiber,1669.09,Bills,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,January,Morning
16-07-2025,Transaction at Saravana Bhavan,1315.33,Food,UPI,Delhi,Current,Debit,Desktop,INR,Restaurant,No,Wednesday,July,Evening
26-12-2025,Transaction at Uber,675.08,Transport,UPI,Kolkata,Current,Debit,Desktop,INR,Service,No,Friday,December,Afternoon
08-01-2025,Transaction at Kauvery,9668.49,Healthcare,UPI,Pune,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,January,Afternoon
27-06-2025,Transaction at Max Fashion,4205.84,Clothing,Credit Card,Bangalore,Credit Card,Debit,Desktop,INR,Retail,No,Friday,June,Night
13-11-2025,Transaction at Ajio,18968.51,Online Shopping,UPI,Chennai,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Thursday,November,Afternoon
05-09-2025,Transaction at Pizza Hut,1440.95,Food,Debit Card,Kolkata,Savings,Debit,Desktop,INR,Restaurant,Yes,Friday,September,Morning
29-07-2025,Transaction at Subway,1419.34,Food,UPI,Mumbai,Current,Debit,Desktop,INR,Restaurant,Yes,Tuesday,July,Afternoon
03-07-2025,Transaction at MakeMyTrip,10914.3,Travel,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Thursday,July,Evening
29-08-2025,Transaction at IRCTC,29460.09,Travel,UPI,Mumbai,Credit Card,Debit,Desktop,INR,Service,Yes,Friday,August,Afternoon
08-05-2025,Transaction at Woodland,6473.68,Clothing,UPI,Mumbai,Savings,Debit,Mobile,INR,Retail,Yes,Thursday,May,Night
19-10-2025,Transaction at Apollo Pharmacy,7259.05,Healthcare,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Service,Yes,Sunday,October,Evening
05-08-2025,Transaction at Wrogn,852.92,Clothing,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Retail,No,Tuesday,August,Afternoon
16-05-2025,Transaction at Apollo Hospital,6945.11,Healthcare,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Service,Yes,Friday,May,Night
18-09-2025,Transaction at YouTube Premium,668.14,Entertainment,Net Banking,Hyderabad,Salary,Debit,Mobile,INR,Subscription,Yes,Thursday,September,Morning
02-05-2025,Transaction at Yulu Bikes,111.19,Transport,UPI,Pune,Savings,Debit,Desktop,INR,Service,Yes,Friday,May,Afternoon
11-12-2025,Transaction at YouTube Premium,792.68,Entertainment,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Subscription,Yes,Thursday,December,Afternoon
03-04-2025,Transaction at HP World,54775.62,Electronics,UPI,Bangalore,Salary,Debit,Desktop,INR,Retail,Yes,Thursday,April,Evening
21-01-2025,Transaction at Metro Rail,107.73,Transport,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,January,Afternoon
25-04-2025,Transaction at DMart,1361.33,Grocery,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Retail,Yes,Friday,April,Night
12-09-2025,Transaction at Spotify,857.91,Entertainment,Credit Card,Hyderabad,Current,Debit,POS Terminal,INR,Subscription,Yes,Friday,September,Evening
10-06-2025,Transaction at Yulu Bikes,668.02,Transport,Debit Card,Kolkata,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,June,Night
11-09-2025,Transaction at Vistara,27502.48,Travel,Net Banking,Pune,Current,Debit,POS Terminal,INR,Service,No,Thursday,September,Night
16-03-2025,Transaction at Water Board,3063.92,Bills,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Service,Yes,Sunday,March,Morning
21-09-2025,Transaction at Jio Fiber,804.03,Bills,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Sunday,September,Night
08-10-2025,Transaction at Metro Rail,1345.63,Transport,Debit Card,Hyderabad,Current,Debit,Mobile,INR,Service,Yes,Wednesday,October,Morning
08-07-2025,Transaction at OYO,21392.93,Travel,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Service,No,Tuesday,July,Evening
07-04-2025,Transaction at Hotstar,295.81,Entertainment,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Subscription,No,Monday,April,Morning
13-07-2025,Transaction at IRCTC,3339.88,Travel,Net Banking,Kolkata,Current,Debit,Desktop,INR,Service,No,Sunday,July,Night
12-04-2025,Transaction at More Supermarket,613.59,Grocery,Debit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Retail,Yes,Saturday,April,Morning
09-03-2025,Transaction at Biba,6870.53,Clothing,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Retail,No,Sunday,March,Evening
15-04-2025,Transaction at CCD,422.77,Food,Debit Card,Pune,Savings,Debit,POS Terminal,INR,Restaurant,No,Tuesday,April,Evening
14-11-2025,Transaction at Reliance Fresh,3668.97,Grocery,Net Banking,Mumbai,Savings,Debit,Mobile,INR,Retail,Yes,Friday,November,Night
04-11-2025,Transaction at Apple Store,121152.14,Electronics,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Tuesday,November,Afternoon
18-07-2025,Transaction at Gaana,513.32,Entertainment,Debit Card,Bangalore,Current,Debit,Mobile,INR,Subscription,No,Friday,July,Morning
